DEBUG: SQLALCHEMY_DATABASE_URI = sqlite:////home/sak/Desktop/booking-project/Backend/booking.db
 * Serving Flask app 'app'
 * Debug mode: on
[31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5000
 * Running on http://10.148.167.146:5000
[33mPress CTRL+C to quit[0m
 * Restarting with stat
 * Debugger is active!
 * Debugger PIN: 308-899-129
127.0.0.1 - - [10/Mar/2026 12:25:18] "GET /api/hotels HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:11] "GET /static/uploads/hotel_rosso.png HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:11] "GET /api/payments HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:11] "GET /api/bookings/admin/all HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:11] "GET /api/payments HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:11] "GET /api/bookings/admin/all HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:13] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:13] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:17] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:17] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:23] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:23] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:28] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:28] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:32] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:32] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:38] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:38] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:43] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:43] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:47] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:47] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:53] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:53] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:58] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:51:58] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:52:02] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:52:02] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:52:08] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:52:08] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:52:13] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:52:13] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:52:17] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:52:17] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:52:23] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:52:23] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:52:28] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:52:28] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:52:32] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:52:32] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:52:38] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:52:38] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:52:43] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:52:43] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:52:47] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:52:47] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:52:53] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:52:53] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:52:58] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:52:58] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:53:02] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:53:02] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:53:08] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:53:08] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:53:13] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:53:13] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:53:17] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:53:17] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:53:23] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:53:23] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:53:28] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:53:28] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:53:32] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:53:32] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:53:38] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:53:38] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:53:44] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:53:44] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:53:48] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:53:48] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:53:53] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:53:53] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:53:59] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:53:59] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:54:03] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:54:03] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:54:08] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:54:08] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:54:14] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:54:14] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:54:18] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:54:18] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:54:23] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:54:23] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:54:29] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:54:29] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:54:33] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:54:33] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:54:38] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:54:38] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:54:45] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:54:45] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:54:49] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:54:49] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:54:53] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:54:53] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:55:00] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:55:00] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:55:04] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:55:04] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:55:08] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:55:08] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:55:15] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:55:15] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:55:19] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:55:19] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:55:23] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:55:23] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:55:30] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:55:30] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:55:34] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:55:34] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:55:38] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:55:38] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:55:45] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:55:45] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:55:49] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:55:49] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:55:53] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:55:53] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:56:01] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:56:01] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:56:05] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:56:05] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:56:08] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:56:08] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:56:16] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:56:16] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:56:20] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:56:20] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:56:23] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:56:23] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:56:31] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:56:31] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:56:35] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:56:35] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:56:38] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:56:38] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:56:46] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:56:46] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:56:50] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:56:50] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:56:53] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:56:53] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:57:01] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:57:02] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:57:06] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:57:06] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:57:08] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:57:08] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:57:17] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:57:17] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:57:21] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:57:21] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:57:23] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:57:23] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:57:32] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:57:32] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:57:36] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:57:36] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:57:38] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:57:38] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:57:47] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:57:47] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:57:51] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:57:51] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:57:53] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:57:53] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:58:03] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:58:03] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:58:07] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:58:07] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:58:08] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:58:08] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:58:18] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:58:18] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:58:22] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:58:22] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:58:23] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:58:23] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:58:33] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:58:33] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:58:37] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:58:37] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:58:38] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:58:38] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:58:48] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:58:49] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:58:52] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:58:52] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:58:53] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:58:53] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:59:03] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:59:03] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:59:07] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:59:07] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:59:08] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:59:08] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:59:19] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:59:19] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:59:23] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:59:23] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:59:23] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:59:23] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:59:34] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:59:34] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:59:38] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:59:38] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:59:38] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:59:38] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:59:49] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:59:49] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:59:53] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:59:53] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:59:53] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 12:59:53] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:00:04] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:00:04] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:00:08] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:00:08] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:00:09] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:00:09] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:00:20] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:00:20] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:00:23] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:00:23] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:00:24] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:00:24] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:00:35] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:00:35] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:00:38] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:00:38] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:00:39] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:00:39] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:00:50] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:00:50] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:00:53] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:00:53] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:00:54] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:00:54] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:01:06] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:01:06] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:01:08] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:01:08] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:01:10] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:01:10] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:01:21] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:01:21] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:01:23] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:01:23] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:01:25] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:01:25] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:01:36] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:01:36] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:01:38] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:01:38] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:01:40] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:01:40] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:01:51] "OPTIONS /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:01:51] "GET /api/dashboard/stats HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:01:53] "OPTIONS /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:01:53] "GET /api/notifications HTTP/1.1" 200 -
127.0.0.1 - - [10/Mar/2026 13:01:55] "OPTIONS /api/notifications HTTP/1.1" 200 -
